REF_DATE,"Apple juice, 1.36 litres","Apples, 1 kilogram","Baby food, 128 millilitres","Bacon, 500 grams","Baked beans, canned, 398 millilitres","Bananas, 1 kilogram",Bathroom tissue (4 rolls),"Blade roast, 1 kilogram","Bread, 675 grams","Butter, 454 grams","Canned salmon, 213 grams","Carrots, 1 kilogram","Chicken, 1 kilogram",Cigarettes (200),"Coffee, instant, 200 grams","Coffee, roasted, 300 grams","Cooking or salad oil, 1 litre","Corn flakes, 675 grams","Deodorant, 60 grams","Eggs, 1 dozen","Evaporated milk, 385 millilitres",Facial tissue (200 tissues),"Flour, 2.5 kilograms","French fried potatoes, frozen, 1 kilogram","Ground beef, 1 kilogram","Homogenized milk, 4 litres","Ketchup, 1 litre","Macaroni, 500 grams","Mushrooms, 1 kilogram","Onions, 1 kilogram","Orange juice, 1 litre","Oranges, 1 kilogram",Paper towels (2 rolls),"Partly skimmed milk, 4 litres","Peanut butter, 500 grams","Pork chops, 1 kilogram","Potatoes, 4.54 kilograms","Prime rib roast, 1 kilogram","Processed cheese slices, 250 grams","Regular, unleaded gasoline at self-service stations, cents per litre","Round steak, 1 kilogram","Shampoo, 300 millilitres","Sirloin steak, 1 kilogram","Soda crackers, 450 grams","Soup, canned, 284 millilitres","Stewing beef, 1 kilogram","Sugar, white, 2 kilograms",Tea (72 bags),"Tomato juice, 1.36 litres","Tomatoes, canned, 796 millilitres","Toothpaste, 100 millilitres","Wieners, 450 grams"
2014-05,2.4034999999999997,4.5655,1.035,7.153,1.4605,1.9434999999999998,2.921,16.421999999999997,3.312,5.175,5.2669999999999995,2.3,8.2225,108.46799999999999,7.314,6.21,4.714999999999999,5.7385,4.9334999999999996,3.8064999999999998,2.2194999999999996,2.783,6.026,2.783,12.281999999999998,,3.6454999999999997,1.6214999999999997,9.119499999999999,2.6219999999999994,4.462,4.0135,3.0475,,4.002,14.512999999999998,6.531999999999999,29.738999999999997,3.128,155.02,18.848499999999998,4.3815,22.563,2.9784999999999995,1.1729999999999998,15.938999999999998,3.3349999999999995,5.014,2.7944999999999998,1.702,2.7369999999999997,4.324
2014-06,2.3804999999999996,4.5655,1.058,7.566999999999999,1.4605,1.9204999999999999,3.0244999999999997,16.445,3.2659999999999996,5.1865,5.313,2.323,8.1535,106.099,7.198999999999999,6.393999999999999,4.6805,5.864999999999999,4.8645000000000005,3.7604999999999995,2.1505,2.852,5.6925,2.875,12.649999999999999,,3.6685,1.6329999999999998,9.3725,2.5414999999999996,4.5655,4.071,3.0589999999999997,,4.002,14.812,6.601,30.3025,3.2314999999999996,158.585,18.963499999999996,4.324,22.839,3.105,1.1844999999999999,16.56,3.1739999999999995,5.06,2.8635,1.771,2.875,4.6114999999999995
2014-07,2.3574999999999995,4.6,1.058,7.578499999999999,1.4949999999999999,1.9204999999999999,3.013,16.674999999999997,3.2659999999999996,5.152,5.3245,2.3114999999999997,8.498499999999998,106.45549999999999,7.256499999999999,6.3595,4.749499999999999,5.75,4.749499999999999,3.7834999999999996,2.162,2.9094999999999995,5.818999999999999,2.8864999999999994,12.5465,,3.6799999999999997,1.6099999999999999,9.406999999999998,2.5185,4.577,3.7834999999999996,3.0475,,3.9905,14.674,6.968999999999999,31.141999999999996,3.1854999999999998,154.90499999999997,18.813999999999997,4.4159999999999995,23.529,3.0934999999999997,1.196,16.8475,3.2659999999999996,5.1175,2.8979999999999997,1.771,2.8979999999999997,4.6
2014-08,2.4265,4.6114999999999995,1.0695,7.8084999999999996,1.541,1.9204999999999999,3.0014999999999996,16.468,3.3234999999999997,5.1979999999999995,5.3705,2.2194999999999996,8.337499999999999,107.3065,7.371499999999999,6.485999999999999,4.7725,5.7385,4.784,3.6914999999999996,2.1505,2.8979999999999997,5.761499999999999,2.9669999999999996,12.488999999999999,,3.8869999999999996,1.6329999999999998,9.395499999999998,2.4955,4.6114999999999995,3.7375,3.0244999999999997,,4.0249999999999995,14.409499999999998,7.233499999999999,31.8665,3.312,150.535,18.929,4.438999999999999,23.7705,3.1624999999999996,1.1729999999999998,16.8245,3.2659999999999996,5.048499999999999,2.8864999999999994,1.817,2.8059999999999996,4.6575
2014-09,2.3689999999999998,4.622999999999999,1.058,7.819999999999999,1.4949999999999999,1.9089999999999998,3.036,17.043,3.1739999999999995,5.243999999999999,5.427999999999999,2.07,8.625,107.3985,7.337,6.865499999999999,4.7379999999999995,5.6465,4.8069999999999995,3.726,2.162,2.921,5.842,2.9899999999999998,13.11,,3.9675,1.5869999999999997,9.637,2.254,4.553999999999999,3.542,2.9669999999999996,,4.0249999999999995,14.719999999999999,6.635499999999999,32.5105,3.2544999999999997,149.15499999999997,20.205499999999997,4.324,24.644499999999997,3.105,1.1039999999999999,17.112,3.3465,5.014,2.8405,1.8515,2.852,4.6575
2014-10,2.3574999999999995,4.484999999999999,1.0695,7.877499999999999,1.564,1.9204999999999999,3.013,17.157999999999998,3.2314999999999996,5.243999999999999,5.4395,1.9089999999999998,8.6135,107.65149999999998,7.4174999999999995,7.175999999999999,4.749499999999999,5.623499999999999,4.9795,3.703,2.0469999999999997,2.9784999999999995,5.4395,3.082,13.501,,3.9099999999999997,1.5984999999999998,9.418499999999998,2.0585,4.6,3.5765,3.036,,3.9789999999999996,15.0075,6.279,31.256999999999998,3.312,142.945,20.1365,4.324,24.609999999999996,3.0475,1.1615,17.6295,3.2199999999999998,5.635,2.6565,1.817,2.7944999999999998,4.7955
2014-11,2.323,4.301,1.0695,7.9464999999999995,1.5065,1.9089999999999998,3.0014999999999996,17.4915,3.2889999999999997,5.2555,5.289999999999999,1.771,8.395,107.63999999999999,7.2795,7.1645,4.749499999999999,5.8305,5.082999999999999,3.703,2.07,2.9094999999999995,5.4624999999999995,3.0589999999999997,13.777,,4.0135,1.656,9.6025,1.9434999999999998,4.669,3.6224999999999996,3.013,,4.002,14.800499999999998,6.095,32.717499999999994,3.4269999999999996,132.01999999999998,20.3665,4.4505,24.483499999999996,3.013,1.1729999999999998,17.089,3.2889999999999997,5.0255,2.8635,1.8399999999999999,2.8175,4.898999999999999
2014-12,2.3804999999999996,4.3355,1.0924999999999998,7.6819999999999995,1.518,1.9089999999999998,2.9899999999999998,17.503,3.2659999999999996,5.1979999999999995,5.427999999999999,1.8285,8.5445,107.594,7.337,7.2909999999999995,4.749499999999999,5.7155,4.898999999999999,3.6799999999999997,2.0355,2.9324999999999997,5.566,3.0475,13.8805,,4.0135,1.656,9.453,1.8744999999999998,4.622999999999999,3.8524999999999996,3.0014999999999996,,3.9789999999999996,14.972999999999999,5.888,32.76349999999999,3.3925,118.67999999999999,20.791999999999998,4.4735,24.311,3.105,1.1729999999999998,18.009,3.1624999999999996,5.06,2.6795,1.9434999999999998,2.8175,4.991
2015-01,2.3804999999999996,4.289499999999999,1.0695,7.888999999999999,1.4375,1.9089999999999998,3.0244999999999997,17.6985,3.2659999999999996,5.2555,5.278499999999999,1.9434999999999998,8.578999999999999,108.652,7.4174999999999995,7.302499999999999,4.7725,5.600499999999999,5.0024999999999995,3.7489999999999997,2.1505,2.9669999999999996,5.864999999999999,3.105,13.788499999999999,,4.002,1.6674999999999998,9.533499999999998,1.9319999999999997,4.7265,3.657,3.0475,,3.9444999999999997,14.9385,6.417,32.9015,3.3349999999999995,104.18999999999998,21.090999999999998,4.508,24.1845,3.036,1.1615,17.709999999999997,3.312,5.129,2.852,1.9434999999999998,2.8405,5.0024999999999995
2015-02,2.415,4.289499999999999,1.081,7.866,1.541,1.9204999999999999,2.9899999999999998,18.331,3.2544999999999997,5.3015,5.416499999999999,2.162,8.5215,109.73299999999999,7.7509999999999994,7.371499999999999,4.7379999999999995,5.6465,5.06,3.7719999999999994,2.0814999999999997,2.9899999999999998,5.864999999999999,3.128,14.133499999999998,,3.9905,1.7479999999999998,9.637,2.0355,4.8185,3.7489999999999997,2.9784999999999995,,4.105499999999999,14.869499999999999,6.382499999999999,32.384,3.312,115.22999999999999,21.171499999999998,4.462,24.471999999999998,3.1395,1.1729999999999998,18.192999999999998,3.2314999999999996,5.129,2.7255,1.9204999999999999,2.8175,5.0255
2015-03,2.3804999999999996,4.2665,1.081,7.762499999999999,1.4949999999999999,1.9894999999999998,3.0589999999999997,18.009,3.2314999999999996,5.278499999999999,5.278499999999999,2.2769999999999997,8.533,109.7445,7.497999999999999,7.406,4.8069999999999995,5.473999999999999,5.140499999999999,3.8409999999999997,2.162,3.082,5.7844999999999995,3.0589999999999997,14.2945,,4.0249999999999995,1.8054999999999999,9.866999999999999,1.9319999999999997,4.760999999999999,3.7719999999999994,3.0589999999999997,,4.0595,14.9155,6.393999999999999,33.097,3.2889999999999997,122.36,21.3555,4.4735,25.138999999999996,3.2199999999999998,1.2189999999999999,18.3885,3.2314999999999996,5.140499999999999,2.852,1.863,2.783,5.0024999999999995
2015-04,2.461,4.162999999999999,1.0924999999999998,7.624499999999999,1.5525,1.9894999999999998,3.0704999999999996,18.423,3.3234999999999997,5.232499999999999,5.3705,2.3804999999999996,8.728499999999999,110.35399999999998,8.038499999999999,7.520999999999999,4.760999999999999,5.7385,5.106,3.8179999999999996,2.162,3.0704999999999996,5.7844999999999995,3.0014999999999996,14.478499999999999,,4.002,1.8399999999999999,9.6715,1.9089999999999998,4.669,3.8639999999999994,2.9784999999999995,,4.0595,14.869499999999999,6.347999999999999,31.165,3.404,121.89999999999999,21.6775,4.278,26.749,3.2429999999999994,1.242,18.8025,3.1969999999999996,5.140499999999999,2.7024999999999997,1.8744999999999998,2.8405,5.048499999999999
2015-05,2.507,4.3355,1.0924999999999998,7.337,1.518,1.9665,3.0244999999999997,18.699,3.404,5.313,5.278499999999999,2.4379999999999997,8.590499999999999,110.65299999999999,7.8545,7.5095,4.8645000000000005,5.7385,4.9795,3.7604999999999995,2.162,3.082,6.002999999999999,3.0704999999999996,14.536,,3.8524999999999996,1.8399999999999999,10.004999999999999,1.8744999999999998,4.83,3.9905,2.9555,,4.1285,14.765999999999998,6.4515,33.591499999999996,3.3005,129.26,21.700499999999998,4.4965,27.852999999999998,3.381,1.2535,19.481,3.2314999999999996,5.1635,2.8635,1.8859999999999997,2.8864999999999994,4.898999999999999
2015-06,2.392,4.369999999999999,1.081,7.371499999999999,1.5294999999999999,1.9779999999999998,3.0475,18.906,3.404,5.220999999999999,5.3245,2.4955,8.716999999999999,110.91749999999999,7.969499999999999,7.5095,4.8069999999999995,5.485499999999999,5.0255,3.7834999999999996,2.1965,2.9669999999999996,5.8995,3.1165,14.6625,,3.8179999999999996,1.8744999999999998,10.0625,1.9549999999999998,4.83,4.093999999999999,2.9899999999999998,,4.105499999999999,14.628,6.5089999999999995,35.8685,3.2199999999999998,136.61999999999998,21.9535,4.4159999999999995,28.301499999999997,3.4385,1.2994999999999999,19.688,3.2085,5.1865,2.921,1.8859999999999997,2.8405,4.898999999999999
